"month","year","month_number","start_date","end_date","bank_name","no_atms_on_site","no_atms_off_site","no_pos_on_line","no_pos_off_line","no_credit_cards","no_credit_card_atm_txn","no_credit_card_pos_txn","no_credit_card_atm_txn_value_in_mn","no_credit_card_pos_txn_value_in_mn","no_debit_cards","no_debit_card_atm_txn","no_debit_card_pos_txn","no_debit_card_atm_txn_value_in_mn","no_debit_card_pos_txn_value_in_mn"
"August","2011",8,2011-08-01,2011-08-31,"Indian Bank",858,341,0,0,40388,2383,51248,9.6,128,6421804,9161148,431945,18395.5,532.5
"August","2011",8,2011-08-01,2011-08-31,"Indian Overseas Bank",785,425,557,0,35879,3484,35631,6.73,76.88,2982197,3363752,284651,8744.42,560.04
"August","2011",8,2011-08-01,2011-08-31,"Oriental Bank of Commerce",904,332,953,0,0,0,0,0,0,2880276,4613406,84570,10755,134.3
"August","2011",8,2011-08-01,2011-08-31,"Punjab and Sind Bank",94,14,0,0,0,0,0,0,0,54520,45919,0,175.6,0
"August","2011",8,2011-08-01,2011-08-31,"Punjab National Bank",3081,2451,177,0,92807,2452,110673,11.3,234,14731171,36556152,964647,50240,1040
"August","2011",8,2011-08-01,2011-08-31,"Syndicate  Bank",1034,201,402,0,64218,2046,47530,79.833,109.009,5641780,4570656,210307,15987.5,472.804
"August","2011",8,2011-08-01,2011-08-31,"UCO Bank",495,210,0,0,0,0,0,0,0,1448262,1624396,101532,6069.8,183
"August","2011",8,2011-08-01,2011-08-31,"Union  Bank of India",1888,840,2756,0,39428,812,40858,3.4,110.1,7068870,11949923,337251,23855.6,547.2
"August","2011",8,2011-08-01,2011-08-31,"United  Bank of India",257,313,0,0,0,0,0,0,0,1216069,2297494,87458,5614.5,210.3
"August","2011",8,2011-08-01,2011-08-31,"Vijaya  Bank",459,103,1196,0,41063,3561,53938,19.2,167,1585279,630579,114080,2090,209.1
"August","2011",8,2011-08-01,2011-08-31,"State Bank of India",11758,9677,0,0,2093907,22483,3233804,103.249,6443.44,83997000,151138000,5185000,394416,8256.9
"August","2011",8,2011-08-01,2011-08-31,"State Bank of Bikaner & Jaipur",608,429,0,0,0,0,0,0,0,3843794,7109039,59194,19684.3,99.1
"August","2011",8,2011-08-01,2011-08-31,"State Bank of Hyderabad",997,273,0,0,0,0,0,0,0,5187074,11102465,167426,27448.3,386.3
"August","2011",8,2011-08-01,2011-08-31,"State Bank of Mysore",559,215,0,0,0,0,0,0,0,2113636,2674586,98088,9288.2,241.6
"August","2011",8,2011-08-01,2011-08-31,"State Bank of Patiala",614,191,0,0,0,0,0,0,0,2736456,4356540,51498,11363.2,108.4
"August","2011",8,2011-08-01,2011-08-31,"State Bank of Travancore",620,259,0,0,0,0,0,0,0,4787308,4989339,106023,15920.4,292.3
"August","2011",8,2011-08-01,2011-08-31,"IDBI Ltd.",763,728,20692,0,0,0,0,0,0,4068348,5413404,531804,19579.4,849.6
"August","2011",8,2011-08-01,2011-08-31,"Catholic Syrian Bank Ltd.",108,54,0,0,0,0,0,0,0,295239,158183,8843,369,16.8
"August","2011",8,2011-08-01,2011-08-31,"City Union Bank Ltd",208,101,297,0,0,0,0,0,0,544986,1112396,59810,3335.39,90.77
"August","2011",8,2011-08-01,2011-08-31,"Dhanalaxmi Bank Ltd.",168,287,0,0,1740,2,4145,0.01,10.4,1022275,422595,32929,1423.9,58.2
"August","2011",8,2011-08-01,2011-08-31,"Federal Bank Limited",479,346,2351,0,0,0,0,0,0,3463805,2581955,153151,9921.8,301.7
"August","2011",8,2011-08-01,2011-08-31,"ING Vysya Bank",222,196,0,0,0,0,0,0,0,1136219,3074193,131522,7143.36,231.567
"August","2011",8,2011-08-01,2011-08-31,"Jammu & Kashmir Bank",298,132,2861,0,37128,1971,30405,7.08405,104.668,989815,3542175,23122,9987.06,61.3924
"August","2011",8,2011-08-01,2011-08-31,"Karnataka Bank Ltd.",200,85,575,0,0,0,0,0,0,1313494,1152525,108905,3364.3,169.3
"August","2011",8,2011-08-01,2011-08-31,"Karur Vysya Bank Ltd",381,152,0,0,0,0,0,0,0,2280274,3272545,139808,9571.6,212
"August","2011",8,2011-08-01,2011-08-31,"Lakshmi Vilas Bank Ltd.",148,151,82,0,0,0,0,0,0,341500,607451,14964,1893.9,30.3
"August","2011",8,2011-08-01,2011-08-31,"Ratnakar Bank Ltd.",36,4,0,0,0,0,0,0,0,20221,36678,0,95.3,0
"August","2011",8,2011-08-01,2011-08-31,"SBI Comm. & Int. Bank Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"August","2011",8,2011-08-01,2011-08-31,"South Indian Bank Ltd",440,116,0,0,0,0,0,0,0,1872325,2539629,38041,2991.9,95.4
"August","2011",8,2011-08-01,2011-08-31,"Tamilnadu Mercantile Bank Ltd.",130,79,0,18,3412,0,3629,0,8.4,694256,876179,17933,3505.4,45.5
"August","2011",8,2011-08-01,2011-08-31,"Development Credit Bank Ltd.",83,55,837,0,0,0,0,0,0,226682,362145,30455,1223,55.4
"August","2011",8,2011-08-01,2011-08-31,"HDFC  Bank Ltd.",3197,3172,144251,0,5352280,59710,6697422,351.402,20895.6,13911500,22452495,5523811,91654.1,8096.91
"August","2011",8,2011-08-01,2011-08-31,"ICICI Bank Ltd.",2934,3820,146529,4045,3038046,8878,4686780,45.915,10699.3,16284369,23847778,4825031,102941,8030.42
"August","2011",8,2011-08-01,2011-08-31,"IndusInd Bank Ltd",316,343,47,0,187113,616,280686,3.5,1048.1,719808,920383,113783,2991.6,199.1
"August","2011",8,2011-08-01,2011-08-31,"Kotak Mahindra Bank Ltd",309,437,0,0,175684,2136,235292,18.7607,602.642,1269518,2079744,298531,5633.37,452.23
"August","2011",8,2011-08-01,2011-08-31,"Axis Bank Ltd.",1810,5501,190338,0,671524,7552,721447,22.6268,1856.63,10872350,41947019,2524573,92872.1,4341.6
"August","2011",8,2011-08-01,2011-08-31,"Yes Bank Ltd.",178,97,1973,0,0,0,0,0,0,155132,56085,53740,240.8,94
"August","2011",8,2011-08-01,2011-08-31,"RBS (ABN AMRO)",35,86,0,0,222871,1410,242482,11.3867,673.397,325937,551419,173476,2108.14,304.781
"August","2011",8,2011-08-01,2011-08-31,"American Express Bkg. Corp.",0,0,16150,0,590532,0,1591410,0,10730.8,0,0,0,0,0
"August","2011",8,2011-08-01,2011-08-31,"Barclays Bank",7,31,0,0,252585,0,179051,0,338.913,29750,46798,20036,158.151,34.4382
"August","2011",8,2011-08-01,2011-08-31,"Citibank",58,643,9010,0,2279014,28694,5856767,234.492,16575.5,2059940,3140515,1303349,10992.2,2802.3
"August","2011",8,2011-08-01,2011-08-31,"Deutsche Bank",12,51,0,0,0,0,0,0,0,106515,190157,80039,715.7,150.8
"August","2011",8,2011-08-01,2011-08-31,"DBS Ltd.",4,34,0,0,0,0,0,0,0,1756,21902,1913,50.6189,4.05702
"August","2011",8,2011-08-01,2011-08-31,"HSBC",72,72,8999,5320,793204,3079,1179291,20.9094,3115.34,534753,438512,285683,1995.33,663.731
"August","2011",8,2011-08-01,2011-08-31,"Oman International Bank SAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"August","2011",8,2011-08-01,2011-08-31,"Standard Chartered Bank",93,223,17,0,1083184,2590,1946161,12,5790,734394,1432000,506215,4777.15,828.706
"July","2011",7,2011-07-01,2011-07-31,"Allahabad Bank",206,109,0,0,0,0,0,0,0,1083243,454598,58089,1019.5,99.9
"July","2011",7,2011-07-01,2011-07-31,"Andhra Bank",474,544,2181,0,121445,7098,96827,28.3,249.8,6346061,6742421,308910,17540.6,463.6
"July","2011",7,2011-07-01,2011-07-31,"Bank of Baroda",1206,579,4365,0,71621,2800,79112,1.2,213.7,6719673,6422908,420933,23467.8,640.2
"July","2011",7,2011-07-01,2011-07-31,"Bank of India",776,714,1904,501,118468,9161,81244,63.3,211.5,7461297,1970542,431899,6663.6,621.1
"July","2011",7,2011-07-01,2011-07-31,"Bank of Maharashtra",359,141,77,404,18829,0,11481,0,25.6,2077020,2006787,144386,6102.1,205.2
"July","2011",7,2011-07-01,2011-07-31,"Canara Bank",1554,969,1060,0,61495,7925,51171,33.6,117.4,6268520,6192824,490939,22291.7,929.3
"July","2011",7,2011-07-01,2011-07-31,"Central Bank of India",483,644,0,0,47905,73,36873,0.3,13.8,3027082,5951542,70044,14905.9,165.7
"July","2011",7,2011-07-01,2011-07-31,"Corporation Bank",707,549,16863,0,54506,1361,68418,6,154,4292611,3701545,266263,11528.9,428.2
"July","2011",7,2011-07-01,2011-07-31,"Dena Bank",402,105,0,0,0,0,0,0,0,1342401,1632600,70955,5182.5,105.3
"July","2011",7,2011-07-01,2011-07-31,"Indian Bank",850,338,0,0,40051,2363,49174,9.4,120.3,6256971,9069997,405095,16855.3,478.6
"July","2011",7,2011-07-01,2011-07-31,"Indian Overseas Bank",776,401,575,0,35552,3218,34801,5.7,74.3,2914514,3463052,277393,8685.8,498.2
"July","2011",7,2011-07-01,2011-07-31,"Oriental Bank of Commerce",899,330,937,0,0,0,0,0,0,2825993,5146550,84352,11410.3,131.4
"July","2011",7,2011-07-01,2011-07-31,"Punjab and Sind Bank",94,5,0,0,0,0,0,0,0,52286,139333,0,468.3,0
"July","2011",7,2011-07-01,2011-07-31,"Punjab National Bank",3082,2379,225,0,88886,2281,100355,9.9,215.7,14395376,36780528,885752,52390,971.6
"July","2011",7,2011-07-01,2011-07-31,"Syndicate  Bank",1028,200,413,0,63978,2018,43505,8,104.4,5559556,4516646,249769,15652,401.4
"July","2011",7,2011-07-01,2011-07-31,"UCO Bank",482,205,0,0,0,0,0,0,0,1403713,1596001,88390,5997.3,159.9
"July","2011",7,2011-07-01,2011-07-31,"Union  Bank of India",1866,825,2762,0,36038,781,37607,3,103.2,6932458,11913974,289493,24490.7,452.7
"July","2011",7,2011-07-01,2011-07-31,"United  Bank of India",256,307,0,0,0,0,0,0,0,1216069,2240637,70746,5478.5,167.8
"July","2011",7,2011-07-01,2011-07-31,"Vijaya  Bank",457,103,1212,0,41198,3848,55196,20,167.4,1573924,636435,108104,2076.2,189.9
"July","2011",7,2011-07-01,2011-07-31,"State Bank of India",11412,9555,0,0,2083890,21316,2960077,97.6072,5752.57,78883000,151958000,4885000,400427,7517.9
"July","2011",7,2011-07-01,2011-07-31,"State Bank of Bikaner & Jaipur",608,429,0,0,0,0,0,0,0,3789903,7397393,58910,20893.8,95.3
"July","2011",7,2011-07-01,2011-07-31,"State Bank of Hyderabad",997,273,0,0,0,0,0,0,0,5111626,10933971,154288,27537.5,355.8
"July","2011",7,2011-07-01,2011-07-31,"State Bank of Mysore",556,209,0,0,0,0,0,0,0,2049631,3213234,95364,11362.5,226.7
"July","2011",7,2011-07-01,2011-07-31,"State Bank of Patiala",601,189,0,0,0,0,0,0,0,2671658,4555422,52832,12093.8,105.8
"July","2011",7,2011-07-01,2011-07-31,"State Bank of Travancore",619,259,0,0,0,0,0,0,0,4707414,4810805,87997,14811.3,215.1
"July","2011",7,2011-07-01,2011-07-31,"IDBI Ltd.",746,725,19979,0,0,0,0,0,0,3926886,5195203,490994,18847.4,762.6
"July","2011",7,2011-07-01,2011-07-31,"Catholic Syrian Bank Ltd.",107,54,0,0,0,0,0,0,0,290054,152525,8099,347.2,14
"July","2011",7,2011-07-01,2011-07-31,"Dhanalaxmi Bank Ltd.",168,292,0,0,1719,3,3848,0.01,9.4,1014536,396258,28226,1309.9,44.4
"July","2011",7,2011-07-01,2011-07-31,"Federal Bank Limited",476,346,2189,0,0,0,0,0,0,3409534,2525115,134543,9342.4,246.6
"July","2011",7,2011-07-01,2011-07-31,"ING Vysya Bank",219,194,0,0,0,0,0,0,0,1116169,3072846,130333,7039.8,226.215
"July","2011",7,2011-07-01,2011-07-31,"Jammu & Kashmir Bank",290,128,2842,0,36760,2017,28725,7.34863,104.184,972558,3411365,22301,9200.23,60.7387
"July","2011",7,2011-07-01,2011-07-31,"Karnataka Bank Ltd.",197,79,436,0,0,0,0,0,0,1292617,1139236,104473,3287.6,157.2
"July","2011",7,2011-07-01,2011-07-31,"Karur Vysya Bank Ltd",376,145,0,0,0,0,0,0,0,2240481,3157768,129652,9204.2,189.9
"July","2011",7,2011-07-01,2011-07-31,"Lakshmi Vilas Bank Ltd.",148,138,27,0,0,0,0,0,0,338576,543183,13319,1700,24.8
"July","2011",7,2011-07-01,2011-07-31,"Ratnakar Bank Ltd.",36,3,0,0,0,0,0,0,0,16618,40450,0,106.98,0
"July","2011",7,2011-07-01,2011-07-31,"SBI Comm. & Int. Bank Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"July","2011",7,2011-07-01,2011-07-31,"South Indian Bank Ltd",436,113,0,0,0,0,0,0,0,1823587,2521120,36017,2915.9,81.2
"July","2011",7,2011-07-01,2011-07-31,"Tamilnadu Mercantile Bank Ltd.",127,73,0,18,3314,0,3473,0,8.6,526432,854295,16722,3359.9,36
"July","2011",7,2011-07-01,2011-07-31,"Development Credit Bank Ltd.",81,58,957,0,0,0,0,0,0,231995,359702,30100,1196.5,52.5
"July","2011",7,2011-07-01,2011-07-31,"HDFC  Bank Ltd.",3141,3061,138373,0,5275750,53651,6230129,313.049,19847.7,13632717,22550312,5629294,91712.7,8120.95
"July","2011",7,2011-07-01,2011-07-31,"ICICI Bank Ltd.",2917,3666,184725,4015,3120228,8656,4351180,46.5464,9600.86,16319078,24112296,4510541,103885,7186.4
"July","2011",7,2011-07-01,2011-07-31,"IndusInd Bank Ltd",307,342,47,0,187409,602,262922,3.5,987.5,794967,921154,107978,3278.4,178.2
"July","2011",7,2011-07-01,2011-07-31,"Kotak Mahindra Bank Ltd",309,427,0,0,170199,2177,223841,19.5709,549.763,1257304,2110892,324991,5698.13,480.253
"July","2011",7,2011-07-01,2011-07-31,"Axis Bank Ltd.",1809,5306,189218,0,657679,7274,640076,22.071,1613.82,10678793,41059964,2274488,90867.1,3841.9
"July","2011",7,2011-07-01,2011-07-31,"Yes Bank Ltd.",174,95,1889,0,0,0,0,0,0,152518,54460,53159,224.6,85.4
"July","2011",7,2011-07-01,2011-07-31,"RBS (ABN AMRO)",35,86,0,0,233734,1308,234503,10.1797,641.175,331916,582410,191172,2224.52,327.447
"July","2011",7,2011-07-01,2011-07-31,"American Express Bkg. Corp.",0,0,16121,0,582561,0,1507762,0,10431.2,0,0,0,0,0
"July","2011",7,2011-07-01,2011-07-31,"Barclays Bank",7,31,0,0,260255,0,172166,0,319.763,32557,48488,20509,161.701,33.4452
"July","2011",7,2011-07-01,2011-07-31,"Citibank",58,642,9120,0,2274857,27560,5342705,227.36,14936.4,2052521,3193255,1362552,11208.7,2881.9
"July","2011",7,2011-07-01,2011-07-31,"Deutsche Bank",12,49,0,0,0,0,0,0,0,108514,197494,85599,750.2,152.4
"July","2011",7,2011-07-01,2011-07-31,"DBS Ltd.",4,32,0,0,0,0,0,0,0,1614,21230,1871,48.1489,3.47322
"July","2011",7,2011-07-01,2011-07-31,"HSBC",72,73,9058,5110,865697,3157,1094660,21.2778,2853.55,537055,433343,261174,1936.01,595.695
"July","2011",7,2011-07-01,2011-07-31,"Oman International Bank SAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"July","2011",7,2011-07-01,2011-07-31,"Standard Chartered Bank",93,223,17,0,1092820,2322,1806427,10,5290,768555,1417192,525202,4680.8,838.061
"June","2011",6,2011-06-01,2011-06-30,"Allahabad Bank",206,109,0,0,0,0,0,0,0,1044009,438162,50052,1006.7,89.6
"June","2011",6,2011-06-01,2011-06-30,"Andhra Bank",470,541,2160,0,121320,6834,91260,27.3,245.6,6265758,6467004,274822,17331.6,418.6
"June","2011",6,2011-06-01,2011-06-30,"Bank of Baroda",1087,570,4343,0,71792,3157,71772,3,199.3,6578257,6161846,347077,22745.4,552.6
"June","2011",6,2011-06-01,2011-06-30,"Bank of India",774,711,1939,501,118118,9196,78758,61.3,216,7289503,1846493,413104,6376.6,525.3
"June","2011",6,2011-06-01,2011-06-30,"Bank of Maharashtra",359,100,77,404,18829,0,11779,0,25.7,2011986,1879451,124870,5765.9,179.4
"June","2011",6,2011-06-01,2011-06-30,"Canara Bank",1521,969,1062,0,63008,8669,50025,34.2,116.4,6130618,6013324,434805,21859.4,826.6
"June","2011",6,2011-06-01,2011-06-30,"Central Bank of India",462,644,731,0,47833,73,39486,0.3,13.5,2870321,5673995,60309,14292,147.319
"June","2011",6,2011-06-01,2011-06-30,"Corporation Bank",705,545,17517,0,54020,1363,66670,6.4,156.7,4241544,3758502,245843,12303.2,401.1
"June","2011",6,2011-06-01,2011-06-30,"Dena Bank",402,105,0,0,0,0,0,0,0,1317226,1595129,61573,5146.4,91.3
"June","2011",6,2011-06-01,2011-06-30,"Indian Bank",842,338,0,0,39568,2505,45062,9,113,6095844,8691291,356174,19355.5,441.9
"June","2011",6,2011-06-01,2011-06-30,"Indian Overseas Bank",763,389,571,0,35040,3279,32196,6.7,70.3,2837948,3291204,246193,8819.9,453.6
"June","2011",6,2011-06-01,2011-06-30,"Oriental Bank of Commerce",895,328,913,0,0,0,0,0,0,2750261,4077451,73650,10297.4,118
"June","2011",6,2011-06-01,2011-06-30,"Punjab and Sind Bank",87,4,0,0,0,0,0,0,0,51052,17386,0,72,0
"June","2011",6,2011-06-01,2011-06-30,"Punjab National Bank",3066,2309,161,0,85675,2227,92940,9.6,204.2,14117288,35217573,720258,50440,825.1
"June","2011",6,2011-06-01,2011-06-30,"Syndicate  Bank",1026,202,393,0,63782,2023,41652,7.8,99.5,5477921,4383750,233190,15291,377.7
"June","2011",6,2011-06-01,2011-06-30,"UCO Bank",472,205,0,0,0,0,0,0,0,1358314,1493420,71430,5702.2,144.1
"June","2011",6,2011-06-01,2011-06-30,"Union  Bank of India",1860,812,2759,0,38643,728,36550,3,102.8,6787984,11683010,281096,29795.7,451.7
"June","2011",6,2011-06-01,2011-06-30,"United  Bank of India",251,311,0,0,0,0,0,0,0,1216069,2029522,59063,5024.3,142.5
"June","2011",6,2011-06-01,2011-06-30,"Vijaya  Bank",453,99,1211,0,41279,3446,43365,18.4,144,1464718,632140,92635,2089.2,160.7
"June","2011",6,2011-06-01,2011-06-30,"State Bank of India",11132,9318,0,0,2068948,20134,2828490,90.3381,5524.52,76977000,141650000,4753000,387198,6614
"June","2011",6,2011-06-01,2011-06-30,"State Bank of Bikaner & Jaipur",603,419,0,0,0,0,0,0,0,3719010,7060917,48889,20494,87.8
"June","2011",6,2011-06-01,2011-06-30,"State Bank of Hyderabad",997,273,0,0,0,0,0,0,0,5023440,10598468,137264,27853.6,317.6
"June","2011",6,2011-06-01,2011-06-30,"State Bank of Mysore",555,208,0,0,0,0,0,0,0,2046948,3055225,78933,10612.9,174.3
"June","2011",6,2011-06-01,2011-06-30,"State Bank of Patiala",595,185,0,0,0,0,0,0,0,2609783,4410425,42454,12114.7,91.2
"June","2011",6,2011-06-01,2011-06-30,"State Bank of Travancore",617,261,0,0,0,0,0,0,0,4628004,4644755,77508,14675.1,188.4
"June","2011",6,2011-06-01,2011-06-30,"IDBI Ltd.",736,723,19409,0,0,0,0,0,0,4634005,4880092,418693,17884.2,674.9
"June","2011",6,2011-06-01,2011-06-30,"Catholic Syrian Bank Ltd.",106,54,0,0,0,0,0,0,0,283431,148928,7353,348.5,12.8
"June","2011",6,2011-06-01,2011-06-30,"City Union Bank Ltd",192,75,139,0,0,0,0,0,0,489588,1017996,46931,3338.13,67.42
"June","2011",6,2011-06-01,2011-06-30,"Dhanalaxmi Bank Ltd.",168,292,0,0,1709,2,3645,0.01,9.5,1003910,362361,21652,1206.4,34.5
"June","2011",6,2011-06-01,2011-06-30,"Federal Bank Limited",472,344,2082,0,0,0,0,0,0,3352498,2425581,116641,8989.2,214.8
"June","2011",6,2011-06-01,2011-06-30,"ING Vysya Bank",216,193,0,0,0,0,0,0,0,1080978,2993296,114870,6929.3,202.924
"June","2011",6,2011-06-01,2011-06-30,"Jammu & Kashmir Bank",278,115,2814,0,36311,1965,26548,6.71326,101.249,957858,3195680,19792,8565.52,52.1512
"June","2011",6,2011-06-01,2011-06-30,"Karnataka Bank Ltd.",196,79,254,0,0,0,0,0,0,1274828,1048342,91930,3321.2,134.2
"June","2011",6,2011-06-01,2011-06-30,"Karur Vysya Bank Ltd",373,123,0,0,0,0,0,0,0,2198689,2966885,122550,8881.6,177.7
"June","2011",6,2011-06-01,2011-06-30,"Lakshmi Vilas Bank Ltd.",147,116,0,0,0,0,0,0,0,329637,500034,11084,1599.3,21.4
"June","2011",6,2011-06-01,2011-06-30,"Ratnakar Bank Ltd.",35,1,0,0,0,0,0,0,0,12525,33687,0,83.76,0
"June","2011",6,2011-06-01,2011-06-30,"SBI Comm. & Int. Bank Ltd.",2,0,0,0,0,0,0,0,0,1365,503,0,1.3387,0
"June","2011",6,2011-06-01,2011-06-30,"South Indian Bank Ltd",427,106,0,0,0,0,0,0,0,1764463,2454573,30534,2878.4,67.4
"June","2011",6,2011-06-01,2011-06-30,"Tamilnadu Mercantile Bank Ltd.",120,71,0,18,3286,0,3530,0,9.1,507310,804715,14382,3205.2,34
"June","2011",6,2011-06-01,2011-06-30,"Development Credit Bank Ltd.",78,61,967,0,0,0,0,0,0,228223,355662,27097,1177.9,47.6
"June","2011",6,2011-06-01,2011-06-30,"HDFC  Bank Ltd.",3068,2930,134114,0,5177786,52384,5700902,306.63,18606.5,13733568,21387996,4877210,86995,7128.41
"June","2011",6,2011-06-01,2011-06-30,"ICICI Bank Ltd.",2867,3558,182551,3949,3194674,8948,4153628,46.1352,9322.74,16340328,23623639,4054158,101054,6599.02
"June","2011",6,2011-06-01,2011-06-30,"IndusInd Bank Ltd",293,340,40,40,188903,550,258533,3.24432,1015.76,676121,832038,86706,2932.4,149.4
"June","2011",6,2011-06-01,2011-06-30,"Kotak Mahindra Bank Ltd",309,416,0,0,177539,2136,217093,19.0445,550.085,1233012,1995337,284238,5475.85,428.929
"June","2011",6,2011-06-01,2011-06-30,"Axis Bank Ltd.",1784,5087,187142,0,648346,7201,589455,22.7216,1498.36,10510389,38154334,2085447,86393.3,3597.73
"June","2011",6,2011-06-01,2011-06-30,"Yes Bank Ltd.",164,97,1769,0,0,0,0,0,0,147411,52169,45151,214.3,76.5
"June","2011",6,2011-06-01,2011-06-30,"RBS (ABN AMRO)",35,86,0,0,246011,1372,235563,10.4984,671.725,336010,565465,174726,2142.09,300.073
"June","2011",6,2011-06-01,2011-06-30,"American Express Bkg. Corp.",0,0,16026,0,572256,0,1361879,0,9572.2,0,0,0,0,0
"June","2011",6,2011-06-01,2011-06-30,"Barclays Bank",7,31,0,0,304363,0,169160,0,310.2,33477,43958,15967,139.022,27.5702
"June","2011",6,2011-06-01,2011-06-30,"Citibank",58,642,9993,0,2263803,28787,5129754,235.9,14912.5,2049598,3085330,1158578,10846.2,2517.3
"June","2011",6,2011-06-01,2011-06-30,"Deutsche Bank",12,49,0,0,0,0,0,0,0,102732,182141,70092,672.9,125.6
"June","2011",6,2011-06-01,2011-06-30,"DBS Ltd.",4,32,0,0,0,0,0,0,0,1457,18976,1470,41.5879,2.85987
"June","2011",6,2011-06-01,2011-06-30,"HSBC",72,74,9142,4949,887625,3127,1065952,21.1292,2879.63,553745,429745,247892,1921.03,575.055
"June","2011",6,2011-06-01,2011-06-30,"Oman International Bank SAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"June","2011",6,2011-06-01,2011-06-30,"Standard Chartered Bank",94,223,16,0,1088975,2519,1737299,11,5220,772171,1407411,462080,4640.72,748.185
"May","2011",5,2011-05-01,2011-05-31,"Allahabad Bank",206,109,0,0,0,0,0,0,0,1007670,446844,51762,1014.2,97.8
"May","2011",5,2011-05-01,2011-05-31,"Andhra Bank",463,534,2123,0,121423,7412,95690,29,275.1,6214554,6594515,278640,17250,476.1
"May","2011",5,2011-05-01,2011-05-31,"Bank of Baroda",1044,563,4513,0,72032,2953,74379,3.2,212.7,6443043,6423411,371508,23950.5,629.2
"May","2011",5,2011-05-01,2011-05-31,"Bank of India",770,700,1934,501,118310,10104,82857,67,236.2,7097939,1873604,382480,6596.1,575.9
"May","2011",5,2011-05-01,2011-05-31,"Bank of Maharashtra",318,103,77,404,18827,0,12877,0,28.4,1971862,1960872,125373,6004.2,196.1
"May","2011",5,2011-05-01,2011-05-31,"Canara Bank",1512,886,1063,0,63374,8166,78757,36.2,201.8,6055755,6217910,454973,22658.1,920.2
"May","2011",5,2011-05-01,2011-05-31,"Central Bank of India",432,642,731,0,47693,83,40481,0.3,13.9,2687581,5619231,60703,13940.3,157.044
"May","2011",5,2011-05-01,2011-05-31,"Corporation Bank",703,547,16768,0,53593,1467,71285,6.4,179.1,4149927,3091952,255271,10809.3,461.7
"May","2011",5,2011-05-01,2011-05-31,"Dena Bank",396,105,0,0,0,0,0,0,0,1293687,1647459,63015,5452.7,101.8
"May","2011",5,2011-05-01,2011-05-31,"Indian Bank",829,333,0,0,39093,2622,47081,9.3,127.2,5917870,9033887,365075,17830.7,496.7
"May","2011",5,2011-05-01,2011-05-31,"Indian Overseas Bank",741,370,551,0,34689,3182,32389,6.4,74.8,2775541,3428652,258410,9049.3,518.8
"May","2011",5,2011-05-01,2011-05-31,"Oriental Bank of Commerce",886,324,884,0,0,0,0,0,0,2691991,4181081,75738,10533.8,125.8
"May","2011",5,2011-05-01,2011-05-31,"Punjab and Sind Bank",83,4,0,0,0,0,0,0,0,49455,17713,0,73.9,0
"May","2011",5,2011-05-01,2011-05-31,"Punjab National Bank",3047,2240,179,0,83073,2275,94158,10.3,209.7,13829918,36299864,694574,52150,831.4
"May","2011",5,2011-05-01,2011-05-31,"Syndicate  Bank",1022,201,389,0,63578,2106,44356,8.5,113,5398205,4596978,246762,16229.3,437.5
"May","2011",5,2011-05-01,2011-05-31,"UCO Bank",445,200,0,0,0,0,0,0,0,1312925,1522931,73511,5833.8,158
"May","2011",5,2011-05-01,2011-05-31,"Union  Bank of India",1843,806,2736,0,38304,746,38304,3.4,107.8,6653052,12170249,306454,22543.1,522.9
"May","2011",5,2011-05-01,2011-05-31,"United  Bank of India",246,262,0,0,0,0,0,0,0,1216069,1984506,55908,4907.7,142
"May","2011",5,2011-05-01,2011-05-31,"Vijaya  Bank",450,98,1200,0,41246,3564,51129,18.9,168.2,1610352,653471,97918,2164.1,186
"May","2011",5,2011-05-01,2011-05-31,"State Bank of India",10967,9318,0,0,2059392,21343,2957662,96.0485,6117.24,75488000,144580000,4613000,391778,7695.1
"May","2011",5,2011-05-01,2011-05-31,"State Bank of Bikaner & Jaipur",599,406,0,0,0,0,0,0,0,3678596,7483008,49456,22018.5,91.1
"May","2011",5,2011-05-01,2011-05-31,"State Bank of Hyderabad",997,273,0,0,0,0,0,0,0,4962187,10821560,150131,28092.3,400.3
